text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
is there a conversion plug if you travel to australia,plug_type,"['is', 'there', 'a', 'conversion', 'plug', 'if', 'you', 'travel', 'to', 'australia']",is there a conversion plug if you travel to australia,"['conversion', 'plug', 'travel', 'australia']",87
what kind of plug type do they use in russia,plug_type,"['what', 'kind', 'of', 'plug', 'type', 'do', 'they', 'use', 'in', 'russia']",what kind of plug type do they use in russia,"['kind', 'plug', 'type', 'use', 'russia']",87
what type of plug do i need to bring if i visit japan,plug_type,"['what', 'type', 'of', 'plug', 'do', 'i', 'need', 'to', 'bring', 'if', 'i', 'visit', 'japan']",what type of plug do i need to bring if i visit japan,"['type', 'plug', 'need', 'bring', 'visit', 'japan']",87
what type of plug do they use in mexico,plug_type,"['what', 'type', 'of', 'plug', 'do', 'they', 'use', 'in', 'mexico']",what type of plug do they use in mexico,"['type', 'plug', 'use', 'mexico']",87
"when you go to germany, do you need a special converter for your plugs",plug_type,"['when', 'you', 'go', 'to', 'germany', ',', 'do', 'you', 'need', 'a', 'special', 'converter', 'for', 'your', 'plugs']",when you go to germany do you need a special converter for your plugs,"['go', 'germany', 'need', 'special', 'converter', 'plugs']",87
do visitors to japan need to use a socket converter,plug_type,"['do', 'visitors', 'to', 'japan', 'need', 'to', 'use', 'a', 'socket', 'converter']",do visitors to japan need to use a socket converter,"['visitors', 'japan', 'need', 'use', 'socket', 'converter']",87
do you need a special outlet converter in sweden,plug_type,"['do', 'you', 'need', 'a', 'special', 'outlet', 'converter', 'in', 'sweden']",do you need a special outlet converter in sweden,"['need', 'special', 'outlet', 'converter', 'sweden']",87
do i need a power adapter in mexico,plug_type,"['do', 'i', 'need', 'a', 'power', 'adapter', 'in', 'mexico']",do i need a power adapter in mexico,"['need', 'power', 'adapter', 'mexico']",87
do they use special outlets in australia,plug_type,"['do', 'they', 'use', 'special', 'outlets', 'in', 'australia']",do they use special outlets in australia,"['use', 'special', 'outlets', 'australia']",87
do they use any special type of plug in spain that you need a converter for,plug_type,"['do', 'they', 'use', 'any', 'special', 'type', 'of', 'plug', 'in', 'spain', 'that', 'you', 'need', 'a', 'converter', 'for']",do they use any special type of plug in spain that you need a converter for,"['use', 'special', 'type', 'plug', 'spain', 'need', 'converter']",87
do i need to have a socket converter in canada,plug_type,"['do', 'i', 'need', 'to', 'have', 'a', 'socket', 'converter', 'in', 'canada']",do i need to have a socket converter in canada,"['need', 'socket', 'converter', 'canada']",87
is a socket converter required if i travel to russia,plug_type,"['is', 'a', 'socket', 'converter', 'required', 'if', 'i', 'travel', 'to', 'russia']",is a socket converter required if i travel to russia,"['socket', 'converter', 'required', 'travel', 'russia']",87
do they use weird plugs in australia where i'd need some kind of socket converter,plug_type,"['do', 'they', 'use', 'weird', 'plugs', 'in', 'australia', 'where', 'i', ""'d"", 'need', 'some', 'kind', 'of', 'socket', 'converter']",do they use weird plugs in australia where id need some kind of socket converter,"['use', 'weird', 'plugs', 'australia', 'id', 'need', 'kind', 'socket', 'converter']",87
is there an outlet plug adapter,plug_type,"['is', 'there', 'an', 'outlet', 'plug', 'adapter']",is there an outlet plug adapter,"['outlet', 'plug', 'adapter']",87
can you tell me what kind of outlet plug there is over there,plug_type,"['can', 'you', 'tell', 'me', 'what', 'kind', 'of', 'outlet', 'plug', 'there', 'is', 'over', 'there']",can you tell me what kind of outlet plug there is over there,"['tell', 'kind', 'outlet', 'plug']",87
how do i know what the outlets are like,plug_type,"['how', 'do', 'i', 'know', 'what', 'the', 'outlets', 'are', 'like']",how do i know what the outlets are like,"['know', 'outlets', 'like']",87
"i'm going out of country, what type of outlet plug do i need",plug_type,"['i', ""'m"", 'going', 'out', 'of', 'country', ',', 'what', 'type', 'of', 'outlet', 'plug', 'do', 'i', 'need']",im going out of country what type of outlet plug do i need,"['im', 'going', 'country', 'type', 'outlet', 'plug', 'need']",87
what if i have the wrong plug,plug_type,"['what', 'if', 'i', 'have', 'the', 'wrong', 'plug']",what if i have the wrong plug,"['wrong', 'plug']",87
do i need a socket converter if i'm going to be in ohio,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'ohio']",do i need a socket converter if im going to be in ohio,"['need', 'socket', 'converter', 'im', 'going', 'ohio']",87
"in osaka, do i need a plug converter for my electronics",plug_type,"['in', 'osaka', ',', 'do', 'i', 'need', 'a', 'plug', 'converter', 'for', 'my', 'electronics']",in osaka do i need a plug converter for my electronics,"['osaka', 'need', 'plug', 'converter', 'electronics']",87
will i need a plug converter for my electronics in amman,plug_type,"['will', 'i', 'need', 'a', 'plug', 'converter', 'for', 'my', 'electronics', 'in', 'amman']",will i need a plug converter for my electronics in amman,"['need', 'plug', 'converter', 'electronics', 'amman']",87
what plug types are there in cuba,plug_type,"['what', 'plug', 'types', 'are', 'there', 'in', 'cuba']",what plug types are there in cuba,"['plug', 'types', 'cuba']",87
"in chile, what kind of plugs are used",plug_type,"['in', 'chile', ',', 'what', 'kind', 'of', 'plugs', 'are', 'used']",in chile what kind of plugs are used,"['chile', 'kind', 'plugs', 'used']",87
what type of plugs do they use in london,plug_type,"['what', 'type', 'of', 'plugs', 'do', 'they', 'use', 'in', 'london']",what type of plugs do they use in london,"['type', 'plugs', 'use', 'london']",87
if i visit cairo will i need a plug converter,plug_type,"['if', 'i', 'visit', 'cairo', 'will', 'i', 'need', 'a', 'plug', 'converter']",if i visit cairo will i need a plug converter,"['visit', 'cairo', 'need', 'plug', 'converter']",87
to charge my phone in india will i need a plug converter,plug_type,"['to', 'charge', 'my', 'phone', 'in', 'india', 'will', 'i', 'need', 'a', 'plug', 'converter']",to charge my phone in india will i need a plug converter,"['charge', 'phone', 'india', 'need', 'plug', 'converter']",87
what kind of plugs will i need when i'm in ecuador,plug_type,"['what', 'kind', 'of', 'plugs', 'will', 'i', 'need', 'when', 'i', ""'m"", 'in', 'ecuador']",what kind of plugs will i need when im in ecuador,"['kind', 'plugs', 'need', 'im', 'ecuador']",87
will i need to use a plug converter in el salvador,plug_type,"['will', 'i', 'need', 'to', 'use', 'a', 'plug', 'converter', 'in', 'el', 'salvador']",will i need to use a plug converter in el salvador,"['need', 'use', 'plug', 'converter', 'el', 'salvador']",87
what plugs are used in spain,plug_type,"['what', 'plugs', 'are', 'used', 'in', 'spain']",what plugs are used in spain,"['plugs', 'used', 'spain']",87
what type of plug does the country use,plug_type,"['what', 'type', 'of', 'plug', 'does', 'the', 'country', 'use']",what type of plug does the country use,"['type', 'plug', 'country', 'use']",87
give me the plug type for the country,plug_type,"['give', 'me', 'the', 'plug', 'type', 'for', 'the', 'country']",give me the plug type for the country,"['give', 'plug', 'type', 'country']",87
what kind of plug does the country use,plug_type,"['what', 'kind', 'of', 'plug', 'does', 'the', 'country', 'use']",what kind of plug does the country use,"['kind', 'plug', 'country', 'use']",87
i have to know what plug that country uses,plug_type,"['i', 'have', 'to', 'know', 'what', 'plug', 'that', 'country', 'uses']",i have to know what plug that country uses,"['know', 'plug', 'country', 'uses']",87
inform me as to the plug type of the country,plug_type,"['inform', 'me', 'as', 'to', 'the', 'plug', 'type', 'of', 'the', 'country']",inform me as to the plug type of the country,"['inform', 'plug', 'type', 'country']",87
which type of plugs do they use in scotland,plug_type,"['which', 'type', 'of', 'plugs', 'do', 'they', 'use', 'in', 'scotland']",which type of plugs do they use in scotland,"['type', 'plugs', 'use', 'scotland']",87
are socket converters needed in lisbon,plug_type,"['are', 'socket', 'converters', 'needed', 'in', 'lisbon']",are socket converters needed in lisbon,"['socket', 'converters', 'needed', 'lisbon']",87
will i need a socket converter when i go to france,plug_type,"['will', 'i', 'need', 'a', 'socket', 'converter', 'when', 'i', 'go', 'to', 'france']",will i need a socket converter when i go to france,"['need', 'socket', 'converter', 'go', 'france']",87
is a socket converter required in india,plug_type,"['is', 'a', 'socket', 'converter', 'required', 'in', 'india']",is a socket converter required in india,"['socket', 'converter', 'required', 'india']",87
what kind of plug does my hair dryer use in south korea,plug_type,"['what', 'kind', 'of', 'plug', 'does', 'my', 'hair', 'dryer', 'use', 'in', 'south', 'korea']",what kind of plug does my hair dryer use in south korea,"['kind', 'plug', 'hair', 'dryer', 'use', 'south', 'korea']",87
if i go to dublin is a socket converter needed,plug_type,"['if', 'i', 'go', 'to', 'dublin', 'is', 'a', 'socket', 'converter', 'needed']",if i go to dublin is a socket converter needed,"['go', 'dublin', 'socket', 'converter', 'needed']",87
what type of plugs are used in cambodia,plug_type,"['what', 'type', 'of', 'plugs', 'are', 'used', 'in', 'cambodia']",what type of plugs are used in cambodia,"['type', 'plugs', 'used', 'cambodia']",87
what kind of plug do i need for my razor in ireland,plug_type,"['what', 'kind', 'of', 'plug', 'do', 'i', 'need', 'for', 'my', 'razor', 'in', 'ireland']",what kind of plug do i need for my razor in ireland,"['kind', 'plug', 'need', 'razor', 'ireland']",87
when i go to dubai will i need a socket converter,plug_type,"['when', 'i', 'go', 'to', 'dubai', 'will', 'i', 'need', 'a', 'socket', 'converter']",when i go to dubai will i need a socket converter,"['go', 'dubai', 'need', 'socket', 'converter']",87
"when i go to mexico, what kind of plugs do i need",plug_type,"['when', 'i', 'go', 'to', 'mexico', ',', 'what', 'kind', 'of', 'plugs', 'do', 'i', 'need']",when i go to mexico what kind of plugs do i need,"['go', 'mexico', 'kind', 'plugs', 'need']",87
what kind of plug converter is needed in c,plug_type,"['what', 'kind', 'of', 'plug', 'converter', 'is', 'needed', 'in', 'c']",what kind of plug converter is needed in c,"['kind', 'plug', 'converter', 'needed', 'c']",87
what kind of outlets does havana have,plug_type,"['what', 'kind', 'of', 'outlets', 'does', 'havana', 'have']",what kind of outlets does havana have,"['kind', 'outlets', 'havana']",87
do i need a plug converter in doha,plug_type,"['do', 'i', 'need', 'a', 'plug', 'converter', 'in', 'doha']",do i need a plug converter in doha,"['need', 'plug', 'converter', 'doha']",87
is a plug converter required for haiti,plug_type,"['is', 'a', 'plug', 'converter', 'required', 'for', 'haiti']",is a plug converter required for haiti,"['plug', 'converter', 'required', 'haiti']",87
do i need to get a plug converter for athens,plug_type,"['do', 'i', 'need', 'to', 'get', 'a', 'plug', 'converter', 'for', 'athens']",do i need to get a plug converter for athens,"['need', 'get', 'plug', 'converter', 'athens']",87
do i need a socket converter if i'm going to be in russia,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'russia']",do i need a socket converter if im going to be in russia,"['need', 'socket', 'converter', 'im', 'going', 'russia']",87
do i need a plug converter when i visit russia,plug_type,"['do', 'i', 'need', 'a', 'plug', 'converter', 'when', 'i', 'visit', 'russia']",do i need a plug converter when i visit russia,"['need', 'plug', 'converter', 'visit', 'russia']",87
do i need a socket converter if i'm going to be in china,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'china']",do i need a socket converter if im going to be in china,"['need', 'socket', 'converter', 'im', 'going', 'china']",87
do i need a socket converter if i'm going to be in uruguay,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'uruguay']",do i need a socket converter if im going to be in uruguay,"['need', 'socket', 'converter', 'im', 'going', 'uruguay']",87
do i need a plug converter when i visit belgium,plug_type,"['do', 'i', 'need', 'a', 'plug', 'converter', 'when', 'i', 'visit', 'belgium']",do i need a plug converter when i visit belgium,"['need', 'plug', 'converter', 'visit', 'belgium']",87
what plug type does russia use,plug_type,"['what', 'plug', 'type', 'does', 'russia', 'use']",what plug type does russia use,"['plug', 'type', 'russia', 'use']",87
what plug type does greece use,plug_type,"['what', 'plug', 'type', 'does', 'greece', 'use']",what plug type does greece use,"['plug', 'type', 'greece', 'use']",87
do i need a socket converter if i'm going to be in germany,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'germany']",do i need a socket converter if im going to be in germany,"['need', 'socket', 'converter', 'im', 'going', 'germany']",87
what plug type does spain use,plug_type,"['what', 'plug', 'type', 'does', 'spain', 'use']",what plug type does spain use,"['plug', 'type', 'spain', 'use']",87
what plug type is used in spain,plug_type,"['what', 'plug', 'type', 'is', 'used', 'in', 'spain']",what plug type is used in spain,"['plug', 'type', 'used', 'spain']",87
do i need a socket converter if i'm going to be in france,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'france']",do i need a socket converter if im going to be in france,"['need', 'socket', 'converter', 'im', 'going', 'france']",87
tell me the plug type that is used in scotland,plug_type,"['tell', 'me', 'the', 'plug', 'type', 'that', 'is', 'used', 'in', 'scotland']",tell me the plug type that is used in scotland,"['tell', 'plug', 'type', 'used', 'scotland']",87
should i bring a converter to barcelona,plug_type,"['should', 'i', 'bring', 'a', 'converter', 'to', 'barcelona']",should i bring a converter to barcelona,"['bring', 'converter', 'barcelona']",87
do i need a converter in barcelona,plug_type,"['do', 'i', 'need', 'a', 'converter', 'in', 'barcelona']",do i need a converter in barcelona,"['need', 'converter', 'barcelona']",87
are barcelona plugs compatible,plug_type,"['are', 'barcelona', 'plugs', 'compatible']",are barcelona plugs compatible,"['barcelona', 'plugs', 'compatible']",87
will my plugs work in barcelona,plug_type,"['will', 'my', 'plugs', 'work', 'in', 'barcelona']",will my plugs work in barcelona,"['plugs', 'work', 'barcelona']",87
are the plugs different in barcelona,plug_type,"['are', 'the', 'plugs', 'different', 'in', 'barcelona']",are the plugs different in barcelona,"['plugs', 'different', 'barcelona']",87
what kind of outlets do they use in z,plug_type,"['what', 'kind', 'of', 'outlets', 'do', 'they', 'use', 'in', 'z']",what kind of outlets do they use in z,"['kind', 'outlets', 'use', 'z']",87
what kind of electrical outlets do they use in z,plug_type,"['what', 'kind', 'of', 'electrical', 'outlets', 'do', 'they', 'use', 'in', 'z']",what kind of electrical outlets do they use in z,"['kind', 'electrical', 'outlets', 'use', 'z']",87
what kind of electrical plugs do they uze in z,plug_type,"['what', 'kind', 'of', 'electrical', 'plugs', 'do', 'they', 'uze', 'in', 'z']",what kind of electrical plugs do they uze in z,"['kind', 'electrical', 'plugs', 'uze', 'z']",87
what kind of hertz outlets do they use in z,plug_type,"['what', 'kind', 'of', 'hertz', 'outlets', 'do', 'they', 'use', 'in', 'z']",what kind of hertz outlets do they use in z,"['kind', 'hertz', 'outlets', 'use', 'z']",87
do i need a socket converter in england,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'in', 'england']",do i need a socket converter in england,"['need', 'socket', 'converter', 'england']",87
are socket converters necessary in england,plug_type,"['are', 'socket', 'converters', 'necessary', 'in', 'england']",are socket converters necessary in england,"['socket', 'converters', 'necessary', 'england']",87
should i bring my socket converter while traveling to england,plug_type,"['should', 'i', 'bring', 'my', 'socket', 'converter', 'while', 'traveling', 'to', 'england']",should i bring my socket converter while traveling to england,"['bring', 'socket', 'converter', 'traveling', 'england']",87
should i bring my socket converter to england,plug_type,"['should', 'i', 'bring', 'my', 'socket', 'converter', 'to', 'england']",should i bring my socket converter to england,"['bring', 'socket', 'converter', 'england']",87
does england require socket converters,plug_type,"['does', 'england', 'require', 'socket', 'converters']",does england require socket converters,"['england', 'require', 'socket', 'converters']",87
should i buy a specific plug type when in china,plug_type,"['should', 'i', 'buy', 'a', 'specific', 'plug', 'type', 'when', 'in', 'china']",should i buy a specific plug type when in china,"['buy', 'specific', 'plug', 'type', 'china']",87
would i need to buy a plug converter when in rome,plug_type,"['would', 'i', 'need', 'to', 'buy', 'a', 'plug', 'converter', 'when', 'in', 'rome']",would i need to buy a plug converter when in rome,"['would', 'need', 'buy', 'plug', 'converter', 'rome']",87
do i really need a plug converter when in london,plug_type,"['do', 'i', 'really', 'need', 'a', 'plug', 'converter', 'when', 'in', 'london']",do i really need a plug converter when in london,"['really', 'need', 'plug', 'converter', 'london']",87
what type of plug do i need when in rome,plug_type,"['what', 'type', 'of', 'plug', 'do', 'i', 'need', 'when', 'in', 'rome']",what type of plug do i need when in rome,"['type', 'plug', 'need', 'rome']",87
would it be smart to get a plug converter when i visit israel,plug_type,"['would', 'it', 'be', 'smart', 'to', 'get', 'a', 'plug', 'converter', 'when', 'i', 'visit', 'israel']",would it be smart to get a plug converter when i visit israel,"['would', 'smart', 'get', 'plug', 'converter', 'visit', 'israel']",87
what do the plugs look like in japan,plug_type,"['what', 'do', 'the', 'plugs', 'look', 'like', 'in', 'japan']",what do the plugs look like in japan,"['plugs', 'look', 'like', 'japan']",87
should i buy a plug converter if i am traveling to egypt,plug_type,"['should', 'i', 'buy', 'a', 'plug', 'converter', 'if', 'i', 'am', 'traveling', 'to', 'egypt']",should i buy a plug converter if i am traveling to egypt,"['buy', 'plug', 'converter', 'traveling', 'egypt']",87
does australia have different plug sizes,plug_type,"['does', 'australia', 'have', 'different', 'plug', 'sizes']",does australia have different plug sizes,"['australia', 'different', 'plug', 'sizes']",87
what are those european plugs called,plug_type,"['what', 'are', 'those', 'european', 'plugs', 'called']",what are those european plugs called,"['european', 'plugs', 'called']",87
should i purchase a new plug converter when in france,plug_type,"['should', 'i', 'purchase', 'a', 'new', 'plug', 'converter', 'when', 'in', 'france']",should i purchase a new plug converter when in france,"['purchase', 'new', 'plug', 'converter', 'france']",87
when i visit thailand do i need a plug converter,plug_type,"['when', 'i', 'visit', 'thailand', 'do', 'i', 'need', 'a', 'plug', 'converter']",when i visit thailand do i need a plug converter,"['visit', 'thailand', 'need', 'plug', 'converter']",87
can i use the plug i use at home when traveling in south america,plug_type,"['can', 'i', 'use', 'the', 'plug', 'i', 'use', 'at', 'home', 'when', 'traveling', 'in', 'south', 'america']",can i use the plug i use at home when traveling in south america,"['use', 'plug', 'use', 'home', 'traveling', 'south', 'america']",87
is a plug converter necessary in mexico,plug_type,"['is', 'a', 'plug', 'converter', 'necessary', 'in', 'mexico']",is a plug converter necessary in mexico,"['plug', 'converter', 'necessary', 'mexico']",87
when in europe would i be able to use a regular plug,plug_type,"['when', 'in', 'europe', 'would', 'i', 'be', 'able', 'to', 'use', 'a', 'regular', 'plug']",when in europe would i be able to use a regular plug,"['europe', 'would', 'able', 'use', 'regular', 'plug']",87
can i use an ordinary plug in scotland,plug_type,"['can', 'i', 'use', 'an', 'ordinary', 'plug', 'in', 'scotland']",can i use an ordinary plug in scotland,"['use', 'ordinary', 'plug', 'scotland']",87
what is the plug type in france,plug_type,"['what', 'is', 'the', 'plug', 'type', 'in', 'france']",what is the plug type in france,"['plug', 'type', 'france']",87
what plug type would i use in japan,plug_type,"['what', 'plug', 'type', 'would', 'i', 'use', 'in', 'japan']",what plug type would i use in japan,"['plug', 'type', 'would', 'use', 'japan']",87
do i need a plug converter when i visit france,plug_type,"['do', 'i', 'need', 'a', 'plug', 'converter', 'when', 'i', 'visit', 'france']",do i need a plug converter when i visit france,"['need', 'plug', 'converter', 'visit', 'france']",87
do i need a plug converter when i visit china,plug_type,"['do', 'i', 'need', 'a', 'plug', 'converter', 'when', 'i', 'visit', 'china']",do i need a plug converter when i visit china,"['need', 'plug', 'converter', 'visit', 'china']",87
do i need a socket converter if i'm going to be in sweden,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'sweden']",do i need a socket converter if im going to be in sweden,"['need', 'socket', 'converter', 'im', 'going', 'sweden']",87
do i need a socket converter if i'm going to be in eithiopia,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'eithiopia']",do i need a socket converter if im going to be in eithiopia,"['need', 'socket', 'converter', 'im', 'going', 'eithiopia']",87
do i need a socket converter if i'm going to be in hong kong,plug_type,"['do', 'i', 'need', 'a', 'socket', 'converter', 'if', 'i', ""'m"", 'going', 'to', 'be', 'in', 'hong', 'kong']",do i need a socket converter if im going to be in hong kong,"['need', 'socket', 'converter', 'im', 'going', 'hong', 'kong']",87
what plug type should i use in england,plug_type,"['what', 'plug', 'type', 'should', 'i', 'use', 'in', 'england']",what plug type should i use in england,"['plug', 'type', 'use', 'england']",87
tell me the status of my tires and when i need to replace them,tire_change,"['tell', 'me', 'the', 'status', 'of', 'my', 'tires', 'and', 'when', 'i', 'need', 'to', 'replace', 'them']",tell me the status of my tires and when i need to replace them,"['tell', 'status', 'tires', 'need', 'replace']",124
how many more miles can i drive before changing my tires,tire_change,"['how', 'many', 'more', 'miles', 'can', 'i', 'drive', 'before', 'changing', 'my', 'tires']",how many more miles can i drive before changing my tires,"['many', 'miles', 'drive', 'changing', 'tires']",124
how many miles can i drive before changing my tires,tire_change,"['how', 'many', 'miles', 'can', 'i', 'drive', 'before', 'changing', 'my', 'tires']",how many miles can i drive before changing my tires,"['many', 'miles', 'drive', 'changing', 'tires']",124
when will my tires need to be replaced,tire_change,"['when', 'will', 'my', 'tires', 'need', 'to', 'be', 'replaced']",when will my tires need to be replaced,"['tires', 'need', 'replaced']",124
how is the tread on my tires,tire_change,"['how', 'is', 'the', 'tread', 'on', 'my', 'tires']",how is the tread on my tires,"['tread', 'tires']",124
when should i replace my tires next if i last replaced them on july 15th,tire_change,"['when', 'should', 'i', 'replace', 'my', 'tires', 'next', 'if', 'i', 'last', 'replaced', 'them', 'on', 'july', '15th']",when should i replace my tires next if i last replaced them on july 15th,"['replace', 'tires', 'next', 'last', 'replaced', 'july', '15th']",124
when are my tires due to be changed,tire_change,"['when', 'are', 'my', 'tires', 'due', 'to', 'be', 'changed']",when are my tires due to be changed,"['tires', 'due', 'changed']",124
what date should i get my tires changed,tire_change,"['what', 'date', 'should', 'i', 'get', 'my', 'tires', 'changed']",what date should i get my tires changed,"['date', 'get', 'tires', 'changed']",124
my tires need to be changed when,tire_change,"['my', 'tires', 'need', 'to', 'be', 'changed', 'when']",my tires need to be changed when,"['tires', 'need', 'changed']",124
how often do tires need changing,tire_change,"['how', 'often', 'do', 'tires', 'need', 'changing']",how often do tires need changing,"['often', 'tires', 'need', 'changing']",124
when should i try to change my tires,tire_change,"['when', 'should', 'i', 'try', 'to', 'change', 'my', 'tires']",when should i try to change my tires,"['try', 'change', 'tires']",124
when is it imperative that i get my tires changed,tire_change,"['when', 'is', 'it', 'imperative', 'that', 'i', 'get', 'my', 'tires', 'changed']",when is it imperative that i get my tires changed,"['imperative', 'get', 'tires', 'changed']",124
when do my tires need some changing,tire_change,"['when', 'do', 'my', 'tires', 'need', 'some', 'changing']",when do my tires need some changing,"['tires', 'need', 'changing']",124
when do my tires need changing,tire_change,"['when', 'do', 'my', 'tires', 'need', 'changing']",when do my tires need changing,"['tires', 'need', 'changing']",124
when do i have to get my tires changed,tire_change,"['when', 'do', 'i', 'have', 'to', 'get', 'my', 'tires', 'changed']",when do i have to get my tires changed,"['get', 'tires', 'changed']",124
when should i replace my tires next if i last replaced them on the 1st,tire_change,"['when', 'should', 'i', 'replace', 'my', 'tires', 'next', 'if', 'i', 'last', 'replaced', 'them', 'on', 'the', '1st']",when should i replace my tires next if i last replaced them on the 1st,"['replace', 'tires', 'next', 'last', 'replaced', '1st']",124
tell when should i get my tires changed next,tire_change,"['tell', 'when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'next']",tell when should i get my tires changed next,"['tell', 'get', 'tires', 'changed', 'next']",124
tell me when should i get my tires changed next,tire_change,"['tell', 'me', 'when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'next']",tell me when should i get my tires changed next,"['tell', 'get', 'tires', 'changed', 'next']",124
i need to know when should i get my tires changed next,tire_change,"['i', 'need', 'to', 'know', 'when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'next']",i need to know when should i get my tires changed next,"['need', 'know', 'get', 'tires', 'changed', 'next']",124
let me know when should i get my tires changed next,tire_change,"['let', 'me', 'know', 'when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'next']",let me know when should i get my tires changed next,"['let', 'know', 'get', 'tires', 'changed', 'next']",124
when shall i get my tires changed,tire_change,"['when', 'shall', 'i', 'get', 'my', 'tires', 'changed']",when shall i get my tires changed,"['shall', 'get', 'tires', 'changed']",124
when do i need to get my tires changed,tire_change,"['when', 'do', 'i', 'need', 'to', 'get', 'my', 'tires', 'changed']",when do i need to get my tires changed,"['need', 'get', 'tires', 'changed']",124
when must i get my tires changed,tire_change,"['when', 'must', 'i', 'get', 'my', 'tires', 'changed']",when must i get my tires changed,"['must', 'get', 'tires', 'changed']",124
i wanna know when should i get my tires changed next,tire_change,"['i', 'wan', 'na', 'know', 'when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'next']",i wanna know when should i get my tires changed next,"['wan', 'na', 'know', 'get', 'tires', 'changed', 'next']",124
when am i due for a tire change,tire_change,"['when', 'am', 'i', 'due', 'for', 'a', 'tire', 'change']",when am i due for a tire change,"['due', 'tire', 'change']",124
do i need new tires if i just got them replaced on january 2017,tire_change,"['do', 'i', 'need', 'new', 'tires', 'if', 'i', 'just', 'got', 'them', 'replaced', 'on', 'january', '2017']",do i need new tires if i just got them replaced on january 2017,"['need', 'new', 'tires', 'got', 'replaced', 'january', '2017']",124
how many times a year should i change my tires,tire_change,"['how', 'many', 'times', 'a', 'year', 'should', 'i', 'change', 'my', 'tires']",how many times a year should i change my tires,"['many', 'times', 'year', 'change', 'tires']",124
do i need replacement tires if my last purchase was in june 2015,tire_change,"['do', 'i', 'need', 'replacement', 'tires', 'if', 'my', 'last', 'purchase', 'was', 'in', 'june', '2015']",do i need replacement tires if my last purchase was in june 2015,"['need', 'replacement', 'tires', 'last', 'purchase', 'june', '2015']",124
"if i bought new tires on may 27th, should i still need new ones",tire_change,"['if', 'i', 'bought', 'new', 'tires', 'on', 'may', '27th', ',', 'should', 'i', 'still', 'need', 'new', 'ones']",if i bought new tires on may 27th should i still need new ones,"['bought', 'new', 'tires', 'may', '27th', 'still', 'need', 'new', 'ones']",124
would i need new tires if my last purchase was in may of 2018,tire_change,"['would', 'i', 'need', 'new', 'tires', 'if', 'my', 'last', 'purchase', 'was', 'in', 'may', 'of', '2018']",would i need new tires if my last purchase was in may of 2018,"['would', 'need', 'new', 'tires', 'last', 'purchase', 'may', '2018']",124
would you say i need new tires if i last bought them on the 24th,tire_change,"['would', 'you', 'say', 'i', 'need', 'new', 'tires', 'if', 'i', 'last', 'bought', 'them', 'on', 'the', '24th']",would you say i need new tires if i last bought them on the 24th,"['would', 'say', 'need', 'new', 'tires', 'last', 'bought', '24th']",124
do i need to change any of my tires,tire_change,"['do', 'i', 'need', 'to', 'change', 'any', 'of', 'my', 'tires']",do i need to change any of my tires,"['need', 'change', 'tires']",124
"i got my new tires a month ago, when should i replace them",tire_change,"['i', 'got', 'my', 'new', 'tires', 'a', 'month', 'ago', ',', 'when', 'should', 'i', 'replace', 'them']",i got my new tires a month ago when should i replace them,"['got', 'new', 'tires', 'month', 'ago', 'replace']",124
when should i get new tires i just replaced them,tire_change,"['when', 'should', 'i', 'get', 'new', 'tires', 'i', 'just', 'replaced', 'them']",when should i get new tires i just replaced them,"['get', 'new', 'tires', 'replaced']",124
"i purchased new tires yesterday, should i buy new ones",tire_change,"['i', 'purchased', 'new', 'tires', 'yesterday', ',', 'should', 'i', 'buy', 'new', 'ones']",i purchased new tires yesterday should i buy new ones,"['purchased', 'new', 'tires', 'yesterday', 'buy', 'new', 'ones']",124
how soon should i replace my tires from yesterday,tire_change,"['how', 'soon', 'should', 'i', 'replace', 'my', 'tires', 'from', 'yesterday']",how soon should i replace my tires from yesterday,"['soon', 'replace', 'tires', 'yesterday']",124
